@relation 'galaxy'
@attribute class real
@attribute colorF real
@attribute bulgeF real
@attribute constF real
@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute 17 real
@attribute 18 real
@attribute 19 real
@attribute 20 real
@attribute 21 real
@attribute 22 real
@attribute 23 real
@attribute 24 real
@attribute 25 real
@attribute 26 real
@attribute 27 real
@attribute 28 real
@attribute 29 real
@attribute 30 real
@attribute 31 real
@attribute 32 real
@attribute 33 real
@attribute 34 real
@attribute 35 real
@attribute 36 real
@attribute 37 real
@attribute 38 real
@attribute 39 real
@attribute 40 real
@attribute 41 real
@attribute 42 real
@attribute 43 real
@attribute 44 real
@attribute 45 real
@attribute 46 real
@attribute 47 real
@attribute 48 real
@attribute 49 real
@attribute 50 real
@attribute 51 real
@attribute 52 real
@attribute 53 real
@attribute 54 real
@attribute 55 real
@attribute 56 real
@attribute 57 real
@attribute 58 real
@attribute 59 real
@attribute 60 real
@attribute 61 real
@attribute 62 real
@attribute 63 real
@attribute 64 real
@attribute 65 real
@attribute 66 real
@attribute 67 real
@attribute 68 real
@attribute 69 real
@attribute 70 real
@attribute 71 real
@attribute 72 real
@attribute 73 real
@attribute 74 real
@data
-999, 3.1922686, 0.33256477, 0.34449488, -1214.2382156247095, -747.4862688281281, -383.7505258770041, -9.162773019187757, -41.5670225330316, -42.51368051623978, -25.53665528115804, 94.0334545802857, -71.87765103587027, 335.31305099287533, 63.01914090898384, -43.426993521097216, 127.33578762230772, 187.29651377096317, -114.2662786675776, 114.7839704758905, -187.6816492912211, -63.07180342826329, -239.56544540714688, -10.53654147910586, -80.0618882510749, -91.4590448321564, 110.94124340957367, 54.93336910561893, -117.13144985555894, 95.17356068062841, 53.38685487884795, 85.80878778339074, 32.114260185613624, -12.158189994546463, -31.17829112122842, 37.34791553388997, 36.958292582017954, 35.916453143455456, -109.13249047957544, -47.302375941034754, 178.19273827825845, -7.540907751931812, 41.67203062690231, -180.03647809568744, 73.41243443757641, 72.53510163856889, 24.847360961391978, -2.613274507181254, 21.131573376472634, 3.9689036202970325, -175.96876272151948, -130.64428063000105, 197.635078878689, -58.54219398598373, -47.64381035342968, 125.529563881438, -78.86523329817032, -73.39505968199298, 388.59848345675806, -304.6834017228286, 14.829152207055575, 101.92326245450644, 52.07573381475979, 102.92881067957066, -135.1723716628515, -27.889553909489358, -20.484983979339255, -129.85668016470282, 27.39514561106127, 33.21273848663616, -25.581988766382942, -4.146340459299188, -18.193561685761775, -110.58022631129262, 77.76564430333677, 32.39979500288409, 45.89391254680777, -7.872172507625896, -1.201044173969916
-999, 1.1065251, 0.58295995, 0.4200248, -1202.807447222813, -1109.8259861410397, -1105.7270132705198, -352.0274450360855, -303.5216511557244, -335.74883111330024, 240.52673372043245, 45.43934323572304, 32.13480982648257, -209.46563659134168, -17.911668309368864, 188.22372456390454, -129.31435041434676, -384.8898490338404, 421.9100124700728, 220.59947265115363, -16.233222135856522, -59.0625104252581, 25.62560292476568, 36.852705673838116, -79.40790682663399, -116.08882001107673, 39.72506762529012, 117.76308004667965, -179.78769175061672, 83.49275213925632, 37.26086249376787, 73.81997505558834, 116.9262020534044, -2.920124328050065, 51.84421681667248, -12.340937385076929, -177.5451406070675, 16.282459391593626, 128.22684314318147, -114.44685451926539, -201.5161371407047, 91.13367777170107, -64.49717244212282, 117.22827628762387, -105.29629782252277, -104.84086635179153, 85.3843381317779, -39.098378102814735, -34.454861595010634, -64.21094300047704, -23.110963563073508, 57.09270167458717, -28.584452276462375, -53.0555351439291, 29.174454356352502, 58.732991962048494, 105.65912842120132, 80.11582277859893, -133.1266060038365, 120.48680473655563, 18.25248034320669, 63.99718182874071, -4.445811287354364, -33.43857284080953, 18.30383904108476, -77.97078383514418, -83.8261435632218, -9.585756330564557, -85.6330206717044, 110.64402030535109, -99.28879753473764, 13.052734914687672, 75.69991342195661, 57.18994020127649, 3.4669708754917026, -47.953302644815885, 93.40719361493878, 11.596142695602973, -74.90622841229016
-999, 1.7818661, 0.36876372, 0.3158523, -926.373161780307, -814.6426632848211, -516.3675799479514, -300.36039279324075, -150.19083844304632, -175.3907726956972, -17.148880088775183, 5.095476422433057, -121.7902255964082, -10.245257998764597, 212.65770253780337, 225.8664952756417, -173.62540181631047, -149.1646477996636, 119.2539602229215, -10.759752394266078, 66.92224218310837, -17.617244871015156, 113.23515422592081, 78.11953388416815, 27.901615761765523, -158.26834456324238, 51.75683407068978, 39.844075060904366, -370.6440558654629, 256.13941819796963, 161.18343809703106, -126.13628212304538, -118.72246779770713, -38.84544008701034, 151.2463656581082, -16.034295440875507, -15.212515129931417, -8.306939855490176, 54.96649322584056, -29.4763741717342, -130.44512078672307, 36.6006834425011, -2.9071516859688007, 115.28209182743154, -181.06110639818294, -110.37928117104796, 97.12207179823766, -57.591012816794795, -62.567937586382136, -22.36301865163463, 2.281252320186736, -8.627345111650547, 179.13134756674845, 41.24526017596954, -4.372601889576385, -100.55059339929106, 118.10964803478593, 39.825225290592904, -175.7156358559578, -29.137752934021673, -2.604555480452579, 85.82221052348282, -38.67695978832743, 8.844723953830057, 43.69031017371222, 41.16332501634843, 19.48120941024993, 28.16458791941289, 45.53056597200117, -69.52982456541315, 31.302712737255703, 31.40106113841158, 36.03075243075352, -85.5426145785877, -52.518671197923055, 8.399819975424148, 11.706006447473627, -9.657577737495625, 13.874756028690731
-999, 1.1325716, 0.49763942, 0.34740254, -696.1184609158097, -675.8845618426292, -709.7882144636662, -240.6775555418632, -214.65535489872357, -357.12749603439045, -82.37921293662646, -148.01062735701217, -101.71638098149974, -32.12392064843609, 140.70858508337767, 424.39349716215503, -59.560846951707724, -88.72920532900254, 138.11456672774645, -26.547025767325408, 51.47776046124326, -137.5051394001492, 76.05294803096677, 185.20995947484576, 131.25773348998973, -177.39095978176334, 33.046474378429835, 20.092442254207448, -85.11687115880046, 8.70591522434215, 9.137422242354356, -79.63250271919543, -43.279024185671524, -17.38830741371185, -23.08149229155265, -15.2040144364124, 46.58972671632426, -19.699355199168675, 55.205492986134715, -21.19769010052406, -16.977661138882333, -4.764372982380175, 24.515073723246793, 32.2630151801898, -22.74608402138326, -46.76853355245636, 2.213863760158175, -19.674327965043346, -90.0039756236691, -39.10365842930239, -21.001703244719607, 16.193355114744907, 17.141130789554765, 5.757910745590118, 61.890359290035896, 19.71316778496805, 34.89366538634634, 89.8415197493803, -73.85214956874232, 52.44059659885945, 24.086086045051957, -7.920411694516199, -65.1419591632209, 1.5678183035747082, -3.3762578073194915, 46.992462373030804, 38.381099106485365, -7.928125325791597, -9.314422001319755, -89.1441845100433, 48.83694066607011, -60.219290685530424, 28.14270584307396, -0.540311566658522, -39.32289889229584, 54.24206099663901, -13.522513371724244, -12.14825137340765, -48.32218738909119
-999, 1.2826983, 1.5732434, 0.5746726, -2696.9135511729864, -2319.595069929998, -2005.7746154527367, -900.4449412668198, -554.8965349490969, -447.86207416816615, -289.4451724170186, -557.5476961247946, 605.2543237147116, -541.3568461026385, -364.5502614020832, 192.01783104882998, 80.37222859457505, 70.36094008962145, -109.15386835928061, -103.71976282140513, 100.60983788150034, 184.4241502622875, -261.60954507547535, -254.7374948837446, 53.6917044599468, 410.1013746622563, 54.23048333681436, 34.307451890290515, 123.26812983939696, -50.69594108157195, -37.19912450458128, 62.26878840648958, 67.59579836521212, 71.08627154950508, 43.86033450072511, 11.87601546819117, -59.13695528149832, 50.2104487817777, 129.025461414835, -10.867728148707329, -43.30088756595614, -30.709255013659035, -66.84185610926022, 155.98387292189312, -128.42351052628806, -69.0632247993901, -22.95445524890352, 30.284510692486155, -24.21507329867711, -104.22597453281152, -23.599283207995924, -73.8009185111214, 116.66573780116548, 54.39366256429986, 25.264577119690518, -47.07922258033245, -43.55021396949142, -32.92948724157751, 77.24624580998713, -74.54795539508144, -49.17649070170244, -55.46370792550394, -49.2806784946312, 28.414655170704957, 3.1673535168361613, -1.6419727960948123, 55.75582117399813, 4.911803916624528, -25.46108165260916, 43.408887504845936, -52.89682024601074, 42.10119708797449, -101.8080256169017, -22.30082127807513, 43.64626977641428, 17.608681511924917, -43.62992272587568, 43.13241088163296, 24.43891301965594
-999, 1.3015106, 0.18048964, 0.6040357, -3607.8066767134083, -3092.4709635640693, -2793.3777778090107, 1519.4362694989136, 1054.8957193105666, 856.0917950994989, 475.6166831905743, 967.4400628906475, -1094.8020636542187, 965.779647246969, 868.5515282422867, -321.7536628353276, -728.9733834352074, 12.181559497284496, -10.314444576400172, -10.893568178389028, 127.738325960152, 442.02756385307777, 167.3921803388114, -240.61676476004504, -124.81325396414618, -23.229967127250347, -113.01118178945187, -80.96659232072538, 16.62051757194678, -4.883042556246951, 58.86696413493209, -14.010436409161333, -108.66373253900673, 15.101724416115479, 8.290047404584625, 74.07394602353642, 117.6667145041863, 45.04421642691819, 15.181150033927274, 70.18887811667744, 75.12224022228398, -202.61870458147405, -142.80493897956464, -22.988258304278364, 175.87535349462232, 111.25269633744317, -316.2069547173339, 182.33065887545882, 101.65990411093549, 68.11921610610767, 37.957883309392685, -66.52882255293662, 26.746947169287104, -55.41425864655984, -110.80990004840915, 88.5987967201006, 64.00294025219783, 144.1861578313053, 75.13491164558384, -96.255451476056, -100.20166327079198, -3.5323948739348072, -39.37393961635291, 57.42237260020009, -84.14144702422175, 41.0424235026107, 31.939358040509987, 125.04683291615513, 5.384459922779278, 128.39466950918495, -133.61126719523776, 126.51766235571831, -72.48811448444528, -113.56457887043815, 135.09652854663926, 18.476590242600885, 11.683444683669883, -38.30801995805275, -29.930553290959878
-999, 1.0153729, 0.3108915, 0.46759215, -451.12726762657394, -504.42777589336316, -473.433851999092, -29.152143885804104, -10.96914043495377, -74.08095830428555, 37.671143531315735, 34.42693627838092, -156.94720527206675, 11.204763174322315, 110.5882484623285, 144.3182746355195, -35.86398759697577, -86.86323313382236, 90.4884992985024, 53.07237492796218, -37.14398543542005, -122.18270461093239, 117.33841325404508, 151.9862629725699, 71.34545175584381, -151.88892366061452, -47.31504689107895, -48.460373323601814, -85.88338806822746, 49.82075285557746, 102.44778750146254, -28.78488185303005, -57.79283922934443, -2.8842719922497784, 12.249083072781492, 21.82678222587145, 111.5127084093924, -9.343132934711289, -69.05495123515027, -34.95512303424772, 63.160227548041114, -41.77312207905548, 102.40484892580066, -66.77222580213532, 57.899168301116894, 93.48342813046635, -5.092260751901841, -3.431728176162061, 60.85261627027305, 63.10222896703712, -4.58567728799874, 10.510473843663988, -38.93077620258246, -66.18197549707995, -11.386226549385249, 47.61832918901423, -38.704795013401416, -79.17444242592403, 55.68562884055414, -20.135549226197192, -13.435328591319758, -2.088969159916163, 30.797997519022612, 34.719987694604015, -10.262001453532967, -16.85006804636733, 4.5042858477037155, 15.299635586758685, -7.956118095868406, 80.25501271042404, -32.668750632632424, 48.798654449838224, -30.04903845424997, -9.971159212187501, 33.05432951731209, -77.72271676171835, 40.085101148464666, -45.42761306033773, -50.86796631978248
-999, 1.1300136, 0.16684231, 0.3442027, -487.63877905515403, -512.0736032731502, -377.12155144012746, -41.6330495334657, -15.968022811811041, 10.260083924229374, 156.357939434445, 75.79657997195052, -157.17986937319924, -26.8178236442377, 127.06856736075318, 54.35410881209478, -86.34561545413571, -121.2959022637244, 103.03319573649901, 30.79558337611579, 22.855926521572, -47.23351445273394, 165.6813759209633, 152.91090921316479, 2.4682499806588987, -133.58496684999307, -57.43955038871131, -87.05185229493446, -320.27036750983, 174.08402559181195, 106.25648126126448, 74.48096566224145, 51.92474175988126, 27.99505982789873, 43.27402911849781, 21.71597575049825, -36.85850711714301, 29.759609694823865, 20.854468161128686, -16.143830239978048, -84.67322245712117, -13.801342080991686, -59.540818135547894, 18.40147690610213, 24.165382008988672, 40.33360598941333, 52.99979959839499, -8.659957904016652, -6.40039583524593, -5.047393950945728, -21.65972089019637, -14.807918256675165, 38.89012978954622, -35.47040306021099, -85.8998930346818, 123.70343547111281, 47.98389225971998, -61.05101169422231, 39.946442715925436, -51.76212941595976, -11.956460020291443, 107.27035117309411, 48.988882605139594, 8.253145060345961, 67.1738295184396, -59.45826416287374, 39.55054509531291, -65.1456981300369, -55.362812269008174, 41.64121096098743, -136.58528238214666, 64.88779672818434, -3.06391726418654, -40.61500241616431, -28.36788870980801, -28.470267610855895, 29.384079613879464, 79.7338326309756, 27.777441400370556
-999, 1.6950469, 0.30119675, 0.4258688, -1074.044198068446, -796.5415932732678, -601.5039175213984, -174.7550018808869, -49.3278744075034, 2.68695820578698, -59.94663120850917, 107.19994270725407, -111.0753021703149, 346.2164907173982, 80.9167151561755, 26.49993163832769, 188.7274379834587, 145.5356179926999, -44.99029529473301, -14.959493821019095, -33.57000880098328, -119.28623387666393, 106.99112048424317, 166.6942136868009, 36.14917646349181, -7.347156440336297, -75.54686035696912, -52.07909300754896, -229.57963947912455, 170.84287252165507, 125.79121000215811, -163.98438203406488, -92.88426171383203, -22.845312597113686, -3.9656361556676325, -4.800152219615607, 4.026334770801659, -27.986925064471738, -37.53240074428064, 45.07015461895738, 23.864851041697985, 31.119425668540508, 32.7414135577529, -3.1119676496823776, 54.43928912937317, 52.6835915073352, -8.347327091054071, 2.366626235317167, 37.87016171589642, 85.0654380938085, 41.90348304339592, 10.355866812822937, 25.487297437599743, 9.00157843003157, -39.50621237016608, -49.752231932983605, -17.777713342458, -44.73420453469999, 92.98112610898052, -89.59347313976315, -35.7399060942809, -5.802018447879154, 18.28334683776984, 14.561020489676787, -44.75575445058343, -71.75711532903625, -35.89065145783026, -137.73878187577213, 15.323025860379374, 45.29702696226445, -26.585304144048852, 50.080249718361955, 7.451674844877143, -79.98334063252857, 31.877026254434075, -32.43179479931066, 25.338446740553415, -17.928347979349155, -5.75449896766546
-999, 2.5661983, -0.009299506, 0.40874434, -1792.0248485660645, -839.3681222861486, -710.0260697183697, 734.6512113198205, 169.45362701330862, 115.51347461513227, 1661.3900375071535, 675.2170101800475, -241.61010492585254, -255.7308477724885, -89.00662701473523, -327.25066304827897, -340.8012015858756, -438.91020228220407, 443.59647938868824, -220.5611230373246, 305.0256459991836, 156.96800923426892, -308.2212345988159, -60.39432262059552, 87.2883075325651, -27.242887454531772, 267.96230102490995, 171.70863809189777, -271.46969373318166, 249.4316381461701, 167.20780279897483, 78.25477210986638, 4.483386422390887, -78.79697022310529, -130.0218086709332, -11.674273050497554, -29.353752256119293, 56.022600836456114, -10.423970974269595, -67.56488063674695, 206.9079512020005, -50.979947721782324, 72.32029316047276, -146.1026137907851, 249.7524989520326, 80.38231574844455, -93.33702237140496, -20.501649684718252, -4.066974635427902, -13.15354933306091, -149.3772724958092, -63.89060396898662, -59.336628027643066, -64.3646432078158, -28.955118864911537, 84.30325052113751, 199.46370166829527, 45.64737321660908, 32.59953731681138, -52.66612130325278, 75.93194681030141, 110.15500656756103, -5.024548084670725, 60.79588647777414, 241.14842263226274, -10.212539802106333, -12.674582815843241, -153.0272400605719, 50.55788390556072, 101.3265480106255, -31.78971355148923, 141.0944487187696, 44.2020196964923, -124.37982158361633, -88.30086184514073, -113.75921179823895, -90.87516498215042, 32.30927903040422, 33.34796584196849
